date,volume,price
10:21:34,106622,6280.0
10:21:34,93378,6280.0
10:21:37,1000,6280.0
10:21:41,10000,6280.0
10:21:44,999,6290.0
10:21:51,26506,6290.0
10:22:06,1900,6280.0
10:22:22,1600,6280.0
10:22:39,1808,6280.0
10:22:41,800,6290.0
10:22:45,90314,6280.0
10:22:45,3150,6280.0
10:22:45,1000,6280.0
10:22:45,105536,6280.0
10:22:47,84464,6280.0
10:22:47,2000,6280.0
10:22:47,800,6280.0
10:22:47,12736,6280.0
10:22:57,794,6290.0
10:23:21,7264,6280.0
10:23:21,461,6280.0
10:23:25,9040,6290.0
10:23:33,1539,6280.0
10:23:33,826,6280.0
10:23:33,3945,6280.0
10:23:35,2000,6280.0
10:23:38,8669,6290.0
10:23:39,4055,6280.0
10:23:39,1670,6280.0
10:23:39,3275,6280.0
10:23:41,16725,6280.0
10:23:43,9000,6280.0
10:23:48,16000,6280.0
10:23:49,2906,6280.0
10:23:49,1000,6290.0
10:23:51,146525,6280.0
10:23:58,1884,6280.0
10:24:02,3100,6280.0
10:24:05,15000,6280.0
10:24:06,5585,6280.0
10:24:06,20000,6280.0
10:24:06,6415,6280.0
10:24:12,1000,6280.0
10:24:18,2000,6280.0
10:24:20,2000,6280.0
10:24:20,9044,6280.0
10:24:22,1743,6280.0
10:24:22,25116,6290.0
10:24:27,5000,6280.0
10:24:37,2830,6280.0
10:24:37,12000,6290.0
10:24:53,9000,6280.0
10:24:53,5184,6280.0
10:24:56,64975,6290.0
10:24:56,8192,6290.0
10:25:04,18475,6280.0
10:25:04,137309,6280.0
10:25:04,62691,6280.0
10:25:14,200,6280.0
10:25:18,1860,6280.0
10:25:18,84508,6280.0
10:25:20,11289,6280.0
10:25:20,5800,6280.0
10:25:32,2000,6290.0
10:25:33,2454,6280.0
10:25:55,31198,6280.0
10:25:55,68802,6280.0
10:25:59,131198,6280.0
10:25:59,68802,6280.0
10:26:06,1088,6280.0
10:26:08,67932,6280.0
10:26:10,3172,6290.0
10:26:18,2534,6280.0
10:26:22,59644,6280.0
10:26:22,15864,6280.0
10:26:22,20000,6280.0
10:26:22,4492,6280.0
10:26:24,508,6280.0
10:26:24,4759,6280.0
10:26:25,6333,6280.0
10:26:39,1500,6280.0
10:26:40,10264,6280.0
10:26:42,1903,6280.0
10:26:42,12000,6280.0
10:26:45,800,6280.0
10:26:47,20000,6280.0
10:26:51,903,6280.0
10:26:52,20000,6280.0
10:26:54,3263,6270.0
10:26:54,6737,6270.0
10:26:54,24841,6270.0
10:26:58,20000,6280.0
10:27:04,20000,6280.0
10:27:09,4394,6280.0
10:27:09,15606,6280.0
10:27:15,20000,6280.0
10:27:21,20000,6280.0
10:27:22,6145,6280.0
10:27:26,20000,6280.0
10:27:32,20000,6280.0
10:27:34,3700,6270.0
10:27:38,20000,6280.0
10:27:44,20000,6280.0
10:27:49,20000,6280.0
10:27:55,8249,6280.0
10:27:55,3172,6280.0
10:27:55,1000,6280.0
10:27:55,7579,6280.0
10:28:01,2421,6280.0
10:28:01,9509,6280.0
10:28:01,8070,6280.0
10:28:07,20000,6280.0
10:28:12,20000,6280.0
10:28:13,32000,6280.0
10:28:16,19128,6270.0
10:28:16,805,6270.0
10:28:16,10000,6270.0
10:28:16,2100,6270.0
10:28:16,1000,6270.0
10:28:16,1000,6270.0
10:28:16,47749,6270.0
10:28:16,16000,6270.0
10:28:19,2000,6280.0
10:28:39,4940,6270.0
10:28:46,20000,6280.0
10:28:50,2500,6270.0
10:29:11,70,6270.0
10:29:15,10135,6270.0
10:29:25,6448,6280.0
